zip,bedrooms,bathrooms,sqft,lot_size,year_built,price,type_multi,type_single,type_townhouse
7216,6,2.0,3789,0.54,2016,2210200.0,False,True,False
8235,2,1.0,1023,0.55,2014,578900.0,False,False,True
8784,1,1.0,500,0.68,1945,255700.0,False,True,False
8731,4,1.5,2751,0.96,1958,1111800.0,False,False,False
7935,3,1.0,1401,0.55,1989,456900.0,False,False,False
8228,2,1.0,1721,0.11,1931,624900.0,False,True,False
7752,3,1.0,2271,1.33,1940,1211500.0,False,True,False
7284,1,1.0,500,0.19,1941,186200.0,True,False,False
8843,1,1.0,828,0.27,1907,537100.0,False,True,False
7070,2,1.0,882,1.08,2011,542200.0,False,False,True
8324,1,1.0,625,0.4,1972,240300.0,False,False,True
7718,3,1.5,1594,0.46,2016,671300.0,False,False,True
7398,2,1.0,500,0.3,1984,232700.0,False,False,False
8766,5,2.5,2638,0.42,1914,884300.0,False,True,False
8835,2,1.0,500,0.08,1956,205900.0,False,True,False
7998,3,1.0,2257,0.46,1980,1031900.0,False,True,False
8239,1,1.0,500,0.74,1955,179700.0,False,True,False
8614,2,1.0,648,0.26,1973,349100.0,True,False,False
8810,1,1.0,1424,0.22,1984,833000.0,False,True,False
8899,2,1.0,1488,0.26,2009,587500.0,True,False,False
8996,2,1.0,1117,0.18,1940,430100.0,True,False,False
7042,1,1.0,913,0.05,2004,446800.0,False,False,False
7972,3,1.0,1157,0.13,1987,760800.0,False,True,False
7712,4,2.0,2909,0.12,1950,893300.0,False,True,False
8369,1,1.0,856,0.63,1900,517400.0,False,False,True
7919,3,1.0,1475,0.07,1973,874900.0,False,True,False
7018,4,2.0,1767,0.11,1953,1085000.0,True,False,False
8688,2,1.0,854,0.29,1921,458000.0,False,True,False
7719,1,1.0,636,0.31,1938,366900.0,False,False,False
8649,2,1.0,1648,0.26,1956,753700.0,False,True,False
7454,1,1.0,963,0.57,1938,425300.0,False,True,False
8761,5,2.0,2102,0.23,2007,1000700.0,False,True,False
8960,4,1.0,1669,0.22,1976,969600.0,False,True,False
8569,1,1.0,718,0.64,1915,461400.0,False,True,False
8024,3,1.5,1586,0.15,1997,409100.0,False,True,False
8985,1,1.0,1012,0.33,1921,533800.0,False,True,False
7530,2,1.0,901,0.55,1924,559600.0,False,False,True
7867,1,1.0,600,0.06,2014,395700.0,False,False,False
8765,1,1.0,500,0.25,1913,168900.0,False,True,False
7732,5,1.5,3106,0.6,1962,1095900.0,False,True,False
7168,2,1.0,1279,0.29,1916,502700.0,False,False,False
7787,2,1.0,1719,0.56,2016,504600.0,False,True,False
8722,1,1.0,1087,0.14,1907,741200.0,False,False,True
8913,3,1.0,1102,0.4,1984,462700.0,False,True,False
8877,1,1.0,1145,0.41,2006,424100.0,False,False,True
8015,2,1.0,500,0.87,1983,239100.0,False,False,True
7975,2,1.0,1547,0.47,1994,487900.0,False,False,False
7860,3,1.5,1148,0.06,1985,416100.0,True,False,False
8970,1,1.0,785,0.43,2005,486300.0,False,False,False
7217,2,1.0,1216,0.6,1986,812300.0,False,False,False
7956,2,1.0,1857,0.08,1902,621400.0,False,True,False
8687,1,1.0,589,0.11,1994,391100.0,False,True,False
8532,1,1.0,828,0.18,1988,437200.0,False,False,False
8132,1,1.0,976,0.06,1904,426600.0,False,False,False
8395,3,1.5,1047,0.15,1961,419300.0,False,True,False
8290,6,3.0,5496,0.11,1976,1490200.0,False,True,False
8888,3,1.0,2172,1.41,1984,902600.0,False,False,False
8556,3,1.0,1208,0.05,1966,359900.0,False,True,False
7258,2,1.0,820,0.52,2020,344800.0,False,True,False
7459,1,1.0,860,0.06,1931,487000.0,False,False,False
7752,5,1.5,2050,0.23,1968,863700.0,True,False,False
7096,5,3.0,3464,0.44,1987,954300.0,False,False,True
8145,1,1.0,943,0.16,2000,422100.0,False,True,False
7293,4,2.0,1653,0.17,1976,635400.0,False,True,False
7155,3,1.0,1021,0.48,1940,434300.0,False,True,False
7663,4,1.0,2199,0.22,1925,938400.0,False,True,False
8861,6,3.0,3328,0.38,2009,849200.0,False,True,False
7783,2,1.0,1385,0.13,1923,625700.0,False,True,False
8759,3,1.0,1582,0.3,1970,735900.0,False,False,True
7964,3,1.5,2188,0.23,2009,577200.0,False,True,False
8940,3,1.5,1765,0.42,1984,646000.0,False,False,True
7097,2,1.0,1311,0.61,1927,627700.0,False,True,False
8629,1,1.0,738,0.41,1938,469000.0,False,True,False
8796,2,1.0,1029,0.23,2002,681900.0,False,True,False
8890,1,1.0,655,0.28,2019,368500.0,False,True,False
7085,6,3.5,2755,2.13,2024,799100.0,False,True,False
7047,1,1.0,1486,0.13,1943,799200.0,False,True,False
7119,6,2.0,3949,0.42,1991,1290000.0,False,True,False
7328,2,1.0,954,0.07,1946,504900.0,False,False,False
7632,4,1.5,1689,0.1,1902,817800.0,False,False,True
7470,2,1.0,1088,0.2,2007,589100.0,False,False,True
7521,1,1.0,1323,0.19,1950,623400.0,False,True,False
8018,1,1.0,686,0.27,2022,408100.0,True,False,False
7027,6,1.5,4082,0.12,1971,1575000.0,False,True,False
8887,1,1.0,547,0.22,1930,324100.0,True,False,False
7075,6,3.0,2588,0.1,1963,1149200.0,False,True,False
8841,3,1.0,1275,0.39,1983,428100.0,False,True,False
7947,2,1.0,963,0.73,1919,551100.0,False,True,False
8155,1,1.0,618,0.15,1990,163000.0,False,False,True
8914,6,2.0,2538,0.28,1993,927600.0,False,True,False
7759,3,1.0,1182,0.21,1965,570500.0,False,True,False
8092,3,1.5,1074,1.32,1943,319500.0,False,True,False
7445,1,1.0,975,0.67,1946,505000.0,False,True,False
8961,2,1.0,890,0.12,1937,500600.0,False,True,False
8012,1,1.0,1359,1.02,1902,433900.0,False,True,False
8967,3,1.0,1520,0.21,1924,742900.0,False,False,False
7126,2,1.0,1336,0.21,1981,874100.0,False,False,False
8740,2,1.0,1435,0.72,1919,452600.0,False,True,False
8823,2,1.0,1042,0.41,1991,421600.0,False,True,False
8273,1,1.0,1231,0.29,2005,514500.0,False,True,False
7932,1,1.0,789,0.27,1923,536100.0,False,True,False
7722,1,1.0,1051,0.11,1908,717300.0,False,True,False
8829,3,1.5,1743,0.06,2024,572600.0,False,True,False
7717,2,1.0,1482,0.16,1976,653600.0,False,False,False
7078,3,1.5,1910,0.27,2011,831100.0,False,False,True
8166,1,1.0,751,0.18,1925,335800.0,False,False,False
8955,1,1.0,631,0.82,1957,421800.0,False,False,False
7348,2,1.0,976,0.59,1935,570200.0,False,True,False
8752,3,1.5,1051,0.31,1974,591000.0,False,True,False
7485,2,1.0,660,0.36,1968,454300.0,False,False,False
7234,2,1.0,844,0.15,1989,584600.0,False,True,False
8918,4,1.5,2083,0.52,1949,756400.0,False,False,True
8838,1,1.0,833,0.12,2007,359400.0,False,False,False
7078,1,1.0,500,0.26,1976,296000.0,False,True,False
7087,2,1.0,761,0.32,1904,530900.0,False,True,False
7336,4,2.0,1564,1.07,1900,694800.0,False,False,True
8732,1,1.0,1494,0.84,1994,502600.0,False,True,False
7029,3,1.0,1714,0.1,1931,964200.0,False,True,False
7734,5,2.0,2882,0.08,1901,893800.0,False,True,False
7134,3,1.5,1221,0.65,1909,710500.0,False,True,False
8037,1,1.0,851,0.07,2003,558400.0,False,False,True
8631,1,1.0,1042,0.09,1961,629400.0,False,False,True
7728,2,1.0,519,0.11,1922,322100.0,False,False,False
7015,3,1.5,1647,0.32,1993,691000.0,False,True,False
7097,1,1.0,865,0.26,1939,508800.0,False,True,False
7957,4,2.0,2357,0.43,1926,866700.0,False,True,False
7678,4,2.0,2890,1.67,1955,814600.0,False,False,True
7194,1,1.0,622,0.17,2003,403000.0,False,False,True
8884,1,1.0,997,0.23,1999,678700.0,False,False,True
8299,1,1.0,583,0.23,1943,375100.0,False,True,False
8919,3,2.0,2113,0.09,1977,1002600.0,False,True,False
8822,2,1.0,669,0.13,1975,428800.0,False,True,False
8880,1,1.0,796,0.07,1993,397700.0,False,False,True
8156,1,1.0,857,0.54,1901,515300.0,False,False,False
8067,2,1.0,500,0.46,1985,260600.0,False,True,False
8041,1,1.0,500,0.22,1903,309800.0,False,True,False
8865,2,1.0,1423,0.2,1924,625100.0,False,False,True
7498,5,1.5,3034,0.52,1936,1242900.0,False,True,False
8212,1,1.0,932,0.38,2011,264100.0,False,False,False
7927,2,1.0,963,0.14,1976,293400.0,False,False,False
8080,1,1.0,500,0.06,1927,339000.0,False,True,False
7265,4,1.0,2951,0.41,1991,1257600.0,False,False,True
7415,2,1.0,1043,0.22,1948,473900.0,False,False,False
8129,2,1.0,587,0.11,1952,336900.0,False,True,False
7222,1,1.0,1246,0.13,1926,440200.0,False,False,False
7074,4,1.5,1548,0.2,1948,817600.0,False,True,False
8726,2,1.0,1729,0.52,1932,857000.0,False,False,True
7866,2,1.0,500,0.11,1950,197300.0,False,False,True
8321,1,1.0,634,0.05,1967,395000.0,False,True,False
8733,1,1.0,1256,0.2,1951,755900.0,False,True,False
7361,4,2.0,2027,0.11,1995,731800.0,False,True,False
7788,1,1.0,1022,0.15,2024,606500.0,False,False,True
7223,4,1.5,1648,0.35,1909,719300.0,False,True,False
7799,4,2.0,2566,0.18,1977,948900.0,False,True,False
8912,2,1.0,1999,0.58,1983,1130400.0,False,True,False
8960,2,1.0,1360,0.24,1931,809300.0,False,False,False
7173,4,2.0,2142,0.18,2012,570900.0,False,True,False
7012,4,1.5,1827,0.21,1956,917700.0,False,True,False
7712,1,1.0,1376,0.29,2015,796800.0,False,True,False
8711,3,1.5,1049,0.11,2016,320100.0,False,False,True
7223,6,2.5,6618,0.25,1913,1908800.0,False,True,False
8293,4,2.0,1995,0.64,2006,534600.0,False,True,False
7247,3,1.0,1768,0.32,1909,525200.0,False,True,False
7240,4,2.0,1604,0.85,1949,847900.0,False,True,False
8866,3,1.0,1513,0.05,2003,860500.0,False,True,False
7234,1,1.0,1074,0.37,1947,640400.0,False,False,True
7119,2,1.0,1645,0.24,1970,1131100.0,False,False,True
7738,6,2.0,3404,0.26,1946,1705100.0,False,False,True
8276,1,1.0,548,0.55,1951,307100.0,False,False,True
7989,3,1.5,2452,0.1,1900,779900.0,False,False,False
7039,3,1.5,1387,0.22,1973,522500.0,False,True,False
7964,2,1.0,550,0.39,1927,359000.0,True,False,False
8944,3,1.5,1986,0.05,1917,756600.0,False,True,False
7718,1,1.0,573,0.13,1951,382300.0,False,True,False
8736,4,1.5,2657,1.14,2021,911700.0,False,False,False
7457,1,1.0,1216,0.17,2007,412000.0,False,True,False
8717,2,1.0,715,0.11,1952,428000.0,False,True,False
7957,4,2.0,1773,0.3,2006,454400.0,False,True,False
8745,2,1.0,1068,0.16,1902,582500.0,False,False,False
7428,1,1.0,1267,0.19,1935,740700.0,False,True,False
7294,2,1.0,1647,0.26,1945,703200.0,False,True,False
7187,2,1.0,1406,0.11,2010,802900.0,False,True,False
7328,2,1.0,659,0.49,1925,321800.0,False,False,False
8767,4,2.0,1665,0.25,1952,536100.0,False,False,False
8243,5,1.5,2141,0.24,2009,652000.0,True,False,False
8887,2,1.0,511,0.35,1975,258700.0,False,False,True
7442,2,1.0,835,0.05,1936,474500.0,False,True,False
7168,1,1.0,811,0.14,2012,551500.0,False,True,False
8710,3,2.0,1730,0.27,1986,1044700.0,False,False,False
8810,2,1.0,659,0.18,1956,420200.0,False,False,True
8095,1,1.0,500,0.36,1915,185200.0,False,False,True
8741,3,1.5,1674,0.29,1902,551600.0,False,False,False
8214,2,1.0,513,0.24,1967,320200.0,False,False,True
8879,1,1.0,891,0.21,1989,406300.0,False,False,True
7027,3,1.5,1406,0.42,1999,674900.0,False,True,False
7689,6,3.0,2677,0.24,1944,1465100.0,False,False,False
7666,1,1.0,902,0.05,1986,532800.0,False,True,False
8828,2,1.0,693,0.25,1934,382300.0,False,True,False
7445,1,1.0,847,0.42,1955,520500.0,False,False,False
8959,3,1.5,1138,0.09,1942,622400.0,False,False,False
8370,1,1.0,649,0.17,1988,397300.0,False,True,False
7639,4,1.0,1706,0.46,1957,979100.0,False,False,False
8130,2,1.0,864,0.38,1924,268700.0,False,False,False
8756,5,2.0,3411,0.08,2023,1379500.0,False,True,False
8715,5,2.0,2109,0.41,1945,655000.0,False,False,True
8741,2,1.0,1656,0.16,1933,697100.0,False,True,False
7326,1,1.0,964,0.16,1970,607700.0,False,True,False
8779,6,3.0,3110,0.3,2024,1161300.0,False,False,False
7275,2,1.0,506,0.27,1956,282000.0,False,True,False
7076,1,1.0,1471,0.06,1997,916300.0,False,False,True
7721,1,1.0,957,0.46,1963,499900.0,False,True,False
7044,1,1.0,921,0.14,2024,613000.0,False,True,False
7936,1,1.0,658,0.11,1980,453100.0,False,True,False
7753,3,1.0,1308,1.11,1946,786000.0,False,False,False
7923,2,1.0,1691,0.3,1926,914700.0,False,True,False
7715,4,2.0,2468,0.24,1929,978700.0,False,True,False
8621,6,3.0,4315,0.65,1931,1104000.0,False,False,False
7162,1,1.0,771,0.31,1966,500200.0,False,True,False
8245,3,1.5,1375,0.26,1944,611300.0,False,True,False
8858,4,1.5,2359,0.39,1998,617100.0,False,False,True
8368,4,1.0,1747,0.17,1972,662600.0,False,True,False
8189,1,1.0,722,0.28,1921,229400.0,False,False,False
7986,5,3.0,2335,0.63,2021,628000.0,False,False,True
7823,1,1.0,834,0.4,1923,479300.0,False,True,False
7438,1,1.0,1420,0.65,1995,519800.0,False,True,False
8127,4,1.0,2029,0.5,2009,540600.0,False,True,False
8996,3,1.5,1489,0.13,1965,597000.0,False,True,False
7425,3,1.0,1686,0.4,1990,1020700.0,False,False,False
8976,1,1.0,964,0.19,1967,570000.0,False,False,False
7245,3,1.0,1580,0.11,1991,561600.0,False,True,False
8564,4,1.0,1759,0.44,1973,524500.0,False,True,False
8850,2,1.0,1169,0.07,1967,546400.0,False,True,False
7428,1,1.0,755,1.08,2006,523600.0,False,True,False
7218,1,1.0,546,0.14,1979,258100.0,False,False,False
8719,3,2.0,1381,0.15,1944,557300.0,True,False,False
7049,4,1.5,1696,1.01,1900,617200.0,False,True,False
8722,4,2.0,2778,0.06,1961,1881400.0,False,False,False
7799,1,1.0,1375,0.11,1954,774600.0,False,True,False
7320,6,2.5,3271,0.08,1919,869300.0,False,False,True
7922,1,1.0,659,0.18,1974,197600.0,False,True,False
7691,2,1.0,1433,0.35,1970,918500.0,False,False,True
7677,4,1.5,2798,0.88,1966,718500.0,False,True,False
7891,4,1.5,1621,0.11,1902,455000.0,False,True,False
7429,1,1.0,1222,0.12,1972,517100.0,False,False,True
7440,2,1.0,1020,0.27,1962,458100.0,False,True,False
7191,2,1.0,1115,0.21,1989,394300.0,False,True,False
7826,3,1.5,1159,0.72,1961,639600.0,False,True,False
7925,6,2.0,4601,0.26,2008,1464300.0,False,True,False
7085,4,2.5,2346,0.12,1962,840100.0,False,True,False
8211,6,2.5,2563,0.22,1939,841600.0,False,True,False
7955,1,1.0,1325,1.05,1972,622400.0,False,True,False
7786,2,1.0,1754,0.11,1941,971600.0,False,False,True
8118,1,1.0,606,0.08,1948,192700.0,True,False,False
7134,3,1.5,1482,0.44,1995,619800.0,False,True,False
8232,1,1.0,1019,0.7,1902,407400.0,False,True,False
8391,1,1.0,1317,0.45,1962,447200.0,True,False,False
8395,2,1.0,500,0.33,1943,104200.0,False,True,False
7778,3,1.5,1378,0.42,1938,821100.0,False,True,False
8719,1,1.0,866,0.08,2023,591100.0,True,False,False
8577,1,1.0,500,0.14,1907,270100.0,False,False,False
7746,1,1.0,1149,0.37,2020,655600.0,False,True,False
8848,2,1.0,612,0.18,2002,349400.0,False,True,False
7341,3,1.0,1780,0.07,2001,469100.0,False,True,False
7140,6,2.0,2963,3.3,2021,878800.0,False,True,False
8071,1,1.0,608,1.3,1934,319400.0,False,False,True
8221,1,1.0,687,0.51,2022,392400.0,False,True,False
8967,1,1.0,819,0.24,1969,476700.0,False,False,False
8914,1,1.0,1244,0.41,2010,672700.0,False,False,False
8991,1,1.0,1252,0.21,1994,556300.0,False,True,False
7952,1,1.0,1109,0.5,1972,427000.0,False,True,False
8515,1,1.0,1267,0.11,2017,664400.0,True,False,False
8710,2,1.0,985,0.53,1939,668600.0,False,True,False
7184,3,1.5,1173,0.73,1924,538500.0,False,False,False
7711,3,1.0,1202,0.7,2000,797300.0,False,True,False
8996,4,1.5,1575,0.4,1998,648800.0,False,False,False
7717,1,1.0,567,0.16,1905,313800.0,False,True,False
8139,1,1.0,932,0.18,2024,358300.0,False,False,False
8344,1,1.0,1264,0.7,1907,783500.0,False,True,False
8735,1,1.0,1262,0.15,1942,407800.0,False,True,False
8772,4,2.0,1960,0.72,2010,889900.0,False,True,False
7922,1,1.0,682,0.15,1936,240800.0,False,True,False
7041,2,1.0,1077,0.24,1969,746800.0,False,False,True
8993,1,1.0,505,0.93,1975,336400.0,False,True,False
7978,4,1.5,2153,0.65,1935,885900.0,False,False,False
7932,3,1.5,2498,0.73,2005,1196100.0,False,False,False
8176,1,1.0,924,0.15,1911,575400.0,False,True,False
8830,1,1.0,583,0.34,1980,233200.0,False,False,True
8165,2,1.0,500,0.15,1919,147800.0,False,True,False
7075,1,1.0,1297,0.99,1998,665600.0,False,False,False
8530,1,1.0,1017,0.13,1968,710000.0,False,False,True
7742,3,1.0,2196,0.21,2006,683900.0,False,True,False
8146,1,1.0,641,1.84,1920,447700.0,False,True,False
8790,2,1.0,925,0.28,2000,340700.0,False,True,False
7745,3,1.0,1809,0.13,1935,1095200.0,False,True,False
8583,2,1.0,710,0.24,1984,439300.0,False,False,True
7273,3,1.0,1100,0.3,1952,450400.0,False,False,False
8893,3,1.5,1853,0.33,2004,555400.0,False,True,False
8157,1,1.0,896,0.46,1968,543800.0,False,False,False
7993,1,1.0,1270,0.23,1953,563700.0,False,True,False
7341,3,1.5,1657,0.22,1986,748200.0,False,False,False
7099,4,2.0,2622,0.29,1926,666100.0,False,True,False
8936,3,1.0,1440,0.08,1974,361400.0,False,False,False
8125,1,1.0,703,1.06,1937,267300.0,False,False,False
7044,3,1.0,1112,0.56,2022,471900.0,False,False,False
8250,4,1.0,1651,1.69,1986,1137000.0,False,True,False
7149,1,1.0,1319,0.1,1960,677800.0,False,True,False
8846,2,1.0,1421,0.5,1974,649700.0,False,False,True
7015,3,1.0,1331,0.22,1988,866900.0,False,True,False
7770,1,1.0,997,0.25,1915,549800.0,False,True,False
7423,1,1.0,1106,0.89,1904,556300.0,False,True,False
7487,3,2.0,1248,0.2,1934,530600.0,False,True,False
7011,1,1.0,871,0.45,2001,588300.0,True,False,False
8555,1,1.0,681,0.78,1967,311100.0,False,False,False
8895,2,1.0,1305,0.27,1920,400800.0,False,True,False
8860,1,1.0,1262,0.06,1950,673200.0,False,True,False
7449,2,1.0,1548,0.64,1998,833000.0,False,True,False
7943,4,2.5,2289,0.15,1926,882800.0,False,False,False
8842,3,1.5,2303,0.19,1961,951400.0,False,False,False
7937,1,1.0,1273,0.11,1955,863500.0,False,True,False
7265,3,1.0,2406,0.19,1977,1137000.0,False,True,False
8384,1,1.0,533,0.17,1903,337900.0,False,True,False
8070,1,1.0,887,1.09,1947,245800.0,True,False,False
8270,3,1.5,1033,0.11,1935,336500.0,False,False,True
8218,2,1.0,1301,0.07,1975,654500.0,False,True,False
8944,1,1.0,863,0.83,1946,299800.0,False,True,False
8146,1,1.0,897,0.05,1952,393400.0,False,False,False
7046,1,1.0,640,0.51,1904,371700.0,False,True,False
7754,3,1.5,2240,0.05,1923,756500.0,False,True,False
7152,3,1.5,2122,0.58,1936,1185500.0,False,True,False
7150,3,1.5,1605,0.13,2019,526000.0,False,True,False
7083,2,1.0,1752,0.05,1985,1094800.0,False,True,False
7033,2,1.0,568,0.41,1997,333900.0,False,False,False
8744,2,1.0,1167,0.12,1961,467700.0,False,True,False
7016,6,3.5,8000,0.21,1986,2781000.0,False,False,True
8966,4,2.5,1923,0.14,1901,645300.0,False,False,True
8910,5,1.5,2899,0.76,1966,726700.0,False,False,False
8780,3,2.0,1251,2.22,1992,316400.0,False,True,False
7795,4,2.0,1758,0.13,1972,720500.0,False,True,False
8290,1,1.0,500,0.21,2021,229600.0,False,True,False
7090,1,1.0,1415,0.28,1937,712200.0,False,True,False
8110,4,1.5,1915,0.41,2007,832100.0,False,True,False
8314,2,1.0,935,0.12,2009,453000.0,False,True,False
7032,1,1.0,998,0.06,1911,542700.0,False,True,False
8790,2,1.0,1082,0.08,1940,479100.0,False,True,False
8289,2,1.0,1275,1.2,1934,776100.0,False,True,False
7990,1,1.0,832,0.25,1903,339000.0,False,False,True
7058,1,1.0,1139,0.6,1922,644300.0,False,False,False
8761,3,1.0,1519,0.44,1942,728000.0,False,True,False
7763,1,1.0,500,0.13,1923,279300.0,False,False,True
7499,2,1.0,699,0.55,1988,293600.0,False,True,False
7910,1,1.0,865,0.16,1926,457500.0,False,False,True
8155,1,1.0,639,0.23,1946,218200.0,False,True,False
8332,2,1.0,1774,0.2,1970,638100.0,False,True,False
8220,4,1.0,2585,0.19,1901,1100200.0,False,False,False
7784,5,2.5,2885,0.23,2002,770900.0,False,True,False
8733,1,1.0,955,0.4,2018,564100.0,False,True,False
7249,2,1.0,1609,0.31,1966,857700.0,False,False,False
8182,1,1.0,947,0.78,2019,362600.0,False,False,False
7727,3,1.0,1581,0.1,1960,970700.0,False,True,False
8228,1,1.0,786,0.13,1939,530300.0,False,True,False
8876,1,1.0,894,0.36,1926,358100.0,False,False,False
7925,3,1.5,1521,0.38,1916,686000.0,False,True,False
8731,6,3.5,2640,0.87,1919,1681500.0,False,True,False
7993,1,1.0,952,0.19,1913,549300.0,False,False,False
7764,3,1.0,1419,0.34,1982,947800.0,False,True,False
8126,2,1.0,693,0.22,1902,221700.0,False,True,False
8724,1,1.0,1361,0.16,2011,760900.0,False,True,False
8598,1,1.0,592,0.44,1969,255600.0,False,True,False
8019,2,1.0,914,0.31,1962,251600.0,False,True,False
8932,2,1.0,1409,0.64,2016,414600.0,False,False,False
8360,1,1.0,503,0.35,1971,169100.0,False,True,False
7870,1,1.0,752,0.32,2015,247900.0,False,True,False
7263,1,1.0,812,0.11,1931,547000.0,False,True,False
7076,4,1.5,1885,0.07,1946,519600.0,False,True,False
7061,1,1.0,897,0.17,1935,502900.0,False,True,False
8549,3,1.0,2042,0.27,1998,562600.0,False,False,False
7498,2,1.0,1344,0.19,1981,822600.0,False,False,True
7927,2,1.0,696,0.27,2016,455000.0,False,True,False
8211,1,1.0,760,0.97,1952,499900.0,False,True,False
8781,6,2.5,5051,0.2,1900,1308900.0,True,False,False
7212,2,1.0,1411,0.16,2023,518600.0,False,False,False
7144,1,1.0,500,0.38,2009,275900.0,False,True,False
8924,2,1.0,1653,0.07,1901,577700.0,False,True,False
